Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.87,0.0,0.13,Negative,856.0,anti-vaxxer,1
0.62,0.0,0.38,Negative,273.0,the executioners,0
0.67,0.0,0.33,Negative,521.0,cdc,0
0.54,0.0,0.46,Negative,818.0,facebook post,0
0.38,0.0,0.62,Positive,435.0,cadillac ad,1
0.67,0.0,0.33,Negative,371.0,aclu,0
0.17,0.0,0.83,Positive,237.0,bonus,0
0.53,0.0,0.47,Negative,880.0,presidential portrait,0
0.3,0.0,0.7,Positive,159.0,star,0
0.54,0.0,0.46,Negative,13.0,usa. china,1
0.91,0.0,0.09,Negative,615.0,idiots,0
0.32,0.0,0.68,Positive,965.0,keanu reeves,0
0.79,0.0,0.21,Negative,973.0,senator mccarthy,0
0.6,0.0,0.4,Negative,697.0,secretary,0
0.64,0.0,0.36,Negative,453.0,crayons,0
0.48,0.0,0.52,Positive,292.0,shoes,0
0.26,0.0,0.74,Positive,905.0,houston astros,0
0.59,0.0,0.41,Negative,22.0,2017 green party energy policy,0
0.36,0.0,0.64,Positive,455.0,presidential suite,0
0.37,0.0,0.63,Positive,926.0,coffee cup,0
0.65,0.0,0.35,Negative,377.0,cashier,0
0.22,0.0,0.78,Positive,933.0,grand baby,0
0.4,0.0,0.6,Positive,403.0,plague inc players,0
0.69,0.0,0.31,Negative,944.0,amazon delivery guy,0
0.83,0.0,0.17,Negative,417.0,leftwing,0
0.75,0.0,0.25,Negative,924.0,media houses,0
0.33,0.0,0.67,Positive,420.0,will smith,1
0.43,0.0,0.57,Positive,873.0,vius,0
0.6,0.0,0.4,Negative,871.0,arvind kejriwal,0
0.0,0.0,1.0,Positive,3.0,chartton heston,0
0.69,0.0,0.31,Negative,463.0,13 year old girls,0
0.38,0.0,0.62,Positive,351.0,popcorn,0
0.79,0.0,0.21,Negative,376.0,fbi director,0
0.66,0.0,0.34,Negative,447.0,plexiglass,0
0.88,0.0,0.12,Negative,736.0,trump campaign,0
0.73,0.0,0.27,Negative,860.0,obamacare,0
0.82,0.0,0.18,Negative,381.0,michigan governor,0
0.53,0.0,0.47,Negative,900.0,snail,0
0.54,0.0,0.46,Negative,423.0,egyot,0
0.37,0.0,0.63,Positive,856.0,hair salon,0
0.37,0.0,0.63,Positive,923.0,mr. rogers,0
0.38,0.0,0.62,Positive,90.0,coolie no. 1,0
0.52,0.0,0.48,Negative,393.0,business insider,0
0.4,0.0,0.6,Positive,881.0,avenger,0
0.68,0.0,0.32,Negative,44.0,people complaining for covid19 quarantine,1
0.61,0.0,0.39,Negative,889.0,phone,0
0.77,0.0,0.23,Negative,766.0,voters,0
0.5,0.0,0.5,Positive,873.0,gen z,0
0.44,0.0,0.56,Positive,887.0,african sleeping sickness,1
0.43,0.0,0.57,Positive,921.0,less pollution,0
0.4,0.0,0.6,Positive,403.0,national convention,0
0.8,0.0,0.2,Negative,534.0,white people,0
0.42,0.0,0.58,Positive,868.0,the whole world,0
0.46,0.0,0.54,Positive,291.0,audience,0
0.65,0.0,0.35,Negative,427.0,1956 republican party platform,0
0.18,0.0,0.82,Positive,382.0,bluefin tuna,0
0.61,0.0,0.39,Negative,640.0,tony vs. khabib,0
0.77,0.0,0.23,Negative,424.0,onald trump,0
0.72,0.0,0.28,Negative,455.0,socialsim,0
0.88,0.0,0.12,Negative,474.0,civil asset forfeiture,0
0.63,0.0,0.37,Negative,835.0,wuhan clan,1
0.64,0.0,0.36,Negative,128.0,tax,0
0.79,0.0,0.21,Negative,405.0,party of lincoln,0
0.81,0.0,0.19,Negative,370.0,trump team,0
0.71,0.0,0.29,Negative,397.0,rnc convention,0
0.41,0.0,0.59,Positive,833.0,new teachers,0
0.59,0.0,0.41,Negative,429.0,republican national convention rnc,0
0.56,0.0,0.44,Negative,938.0,wipers,0
0.22,0.0,0.78,Positive,298.0,meme community,0
0.68,0.0,0.32,Negative,769.0,us presidential debate,0
0.6,0.0,0.4,Negative,445.0,steve schimdt,0
0.68,0.0,0.32,Negative,262.0,celebrities,0
0.67,0.0,0.33,Negative,930.0,bus,0
0.44,0.0,0.56,Positive,308.0,rally,0
0.56,0.0,0.44,Negative,888.0,miners,0
0.37,0.0,0.63,Positive,337.0,cousins,0
0.26,0.0,0.74,Positive,914.0,virtual prom,0
0.41,0.0,0.59,Positive,681.0,hair,0
0.42,0.0,0.58,Positive,134.0,world,0
0.82,0.0,0.18,Negative,907.0,tump supporter,0
0.19,0.0,0.81,Positive,926.0,fun spot,0
0.52,0.0,0.48,Negative,946.0,neighbour,0
0.76,0.0,0.24,Negative,389.0,aunt tiffa,0
0.46,0.0,0.54,Positive,902.0,tony stark,0
0.43,0.0,0.57,Positive,427.0,facebook feed,0
0.45,0.0,0.55,Positive,971.0,grand children,0
0.86,0.0,0.14,Negative,357.0,sean hannity,0
0.58,0.0,0.42,Negative,878.0,dentist,0
0.59,0.0,0.41,Negative,943.0,charmin,0
0.85,0.0,0.15,Negative,317.0,daily wire news,0
0.5,0.0,0.5,Negative,2.0,sasquatch/ bigfoot,0
0.7,0.0,0.3,Negative,455.0,adolf hilter,0
0.69,0.0,0.31,Negative,612.0,doctors,0
0.59,0.0,0.41,Negative,910.0,social distancing norms,0
0.43,0.0,0.57,Positive,260.0,new jersey,0
0.55,0.0,0.45,Negative,858.0,pope,0
0.75,0.0,0.25,Negative,834.0,first amendment,0
0.76,0.0,0.24,Negative,902.0,covid facts,1
0.46,0.0,0.54,Positive,178.0,nation,0
0.19,0.0,0.81,Positive,346.0,club penguin dance floor,0
0.55,0.0,0.45,Negative,935.0,covid19 patient,1
0.49,0.0,0.51,Positive,431.0,tunnels,0
0.79,0.0,0.21,Negative,913.0,white guy,0
0.58,0.0,0.42,Negative,26.0,people who invented the covid19 vaccine,1
0.56,0.0,0.44,Negative,766.0,immune system,0
0.75,0.0,0.25,Negative,12.0,senator chuck schmuer,0
0.09,0.0,0.91,Positive,65.0,the great perils of wisdom,0
0.65,0.0,0.35,Negative,478.0,money,0
0.3,0.0,0.7,Positive,313.0,tina,0
0.84,0.0,0.16,Negative,293.0,donald trump campaign,0
0.38,0.0,0.62,Positive,438.0,olives,0
0.41,0.0,0.59,Positive,331.0,working remotely,0
0.55,0.0,0.45,Negative,593.0,car,0
0.76,0.0,0.24,Negative,840.0,coronavirus porn,1
0.69,0.0,0.31,Negative,1193.0,kardashians,0
0.37,0.0,0.63,Positive,316.0,louisiana,0
0.51,0.0,0.49,Negative,886.0,other students,0
0.49,0.0,0.51,Positive,255.0,arms,0
0.85,0.0,0.15,Negative,881.0,republican figures,0
0.33,0.0,0.67,Positive,441.0,rural transportation system,0
0.45,0.0,0.55,Positive,723.0,parks,0
0.72,0.0,0.28,Negative,121.0,libertarian party members,0
0.37,0.0,0.63,Positive,966.0,pant,0
0.44,0.0,0.56,Positive,914.0,psa,0
0.75,0.0,0.25,Negative,469.0,jeffrey epstein,0
0.14,0.0,0.86,Positive,420.0,ozzy osbourne,0
0.34,0.0,0.66,Positive,917.0,i4,0
0.62,0.0,0.38,Negative,526.0,press,0
0.78,0.0,0.22,Negative,73.0,lindsay graham memes,0
0.59,0.0,0.41,Negative,817.0,flu shot,1
0.82,0.0,0.18,Negative,359.0,commie,0
0.62,0.0,0.38,Negative,198.0,validimir putin,0
0.92,0.0,0.08,Negative,361.0,impeach,0
0.4,0.0,0.6,Positive,873.0,lagos,0
0.38,0.0,0.62,Positive,280.0,ramdev baba,0
0.51,0.0,0.49,Negative,683.0,jobs,0
0.62,0.0,0.38,Negative,245.0,camps,0
0.3,0.0,0.7,Positive,684.0,homeschooling memes,0
0.88,0.0,0.12,Negative,935.0,republicans,0
0.77,0.0,0.23,Negative,874.0,hong kong protestors,0
0.26,0.0,0.74,Positive,1159.0,hyderabad,0
0.47,0.0,0.53,Positive,430.0,debate commission,0
0.82,0.0,0.18,Negative,316.0,christine blassy ford,0
0.36,0.0,0.64,Positive,966.0,pint,0
0.72,0.0,0.28,Negative,895.0,adolf hitler,0
0.37,0.0,0.63,Positive,933.0,weddings,0
0.52,0.0,0.48,Negative,788.0,gay rights,0
0.8,0.0,0.2,Negative,464.0,cal cunningham,0
0.18,0.0,0.82,Positive,790.0,fashion,0
0.45,0.0,0.55,Positive,932.0,house keeper,0
0.74,0.0,0.26,Negative,358.0,stormy daniels,0
0.73,0.0,0.27,Negative,262.0,political parties,0
0.31,0.0,0.69,Positive,461.0,ice-cream,0
0.36,0.0,0.64,Positive,891.0,warsaw,0
0.52,0.0,0.48,Negative,106.0,healthcare,0
0.59,0.0,0.41,Negative,149.0,cnn politics,0
0.54,0.0,0.46,Negative,809.0,presidential debate memes,0
0.85,0.0,0.15,Negative,766.0,chinese wuhan virus,1
0.32,0.0,0.68,Positive,899.0,1850,0
0.67,0.0,0.33,Negative,147.0,pneumoina,0
0.51,0.0,0.49,Negative,414.0,cone,0
0.41,0.0,0.59,Positive,688.0,john,0
0.71,0.0,0.29,Negative,297.0,regulations,0
0.9,0.0,0.1,Negative,261.0,fake news,0
0.39,0.0,0.61,Positive,398.0,job,0
0.41,0.0,0.59,Positive,707.0,navy,0
0.63,0.0,0.37,Negative,454.0,bloodstream,0
0.62,0.0,0.38,Negative,652.0,soldiers,0
0.47,0.0,0.53,Positive,578.0,zika,0
0.49,0.0,0.51,Positive,951.0,europe,0
0.85,0.0,0.15,Negative,87.0,decoy roadrunners,0
0.33,0.0,0.67,Positive,918.0,patrick mahomes,0
0.35,0.0,0.65,Positive,654.0,apple,0
0.62,0.0,0.38,Negative,871.0,statues,0
0.3,0.0,0.7,Positive,424.0,west wing,0
0.88,0.0,0.12,Negative,825.0,main stream media msm ,0
0.8,0.0,0.2,Negative,919.0,oval office,0
0.14,0.0,0.86,Positive,903.0,happy hour,0
0.37,0.0,0.63,Positive,363.0,lego,0
0.48,0.0,0.52,Positive,208.0,fall,0
0.31,0.0,0.69,Positive,1216.0,kobe bryant,0
0.95,0.0,0.05,Negative,912.0,russian backed republican party,0
0.36,0.0,0.64,Positive,439.0,prayer rug,0
0.82,0.0,0.18,Negative,445.0,jeb bush supporters,0
0.65,0.0,0.35,Negative,362.0,russian debates,0
0.53,0.0,0.47,Negative,354.0,web browser,0
0.38,0.0,0.62,Positive,804.0,kitchen,0
0.44,0.0,0.56,Positive,889.0,recuiter,0
0.66,0.0,0.34,Negative,359.0,political columnists,0
0.66,0.0,0.34,Negative,480.0,tfw members,0
0.73,0.0,0.27,Negative,805.0,labour,0
0.51,0.0,0.49,Negative,868.0,city parents,0
0.59,0.0,0.41,Negative,1151.0,qassem soleimani,0
0.49,0.0,0.51,Positive,266.0,black women,0
0.27,0.0,0.73,Positive,413.0,john updike,0
0.64,0.0,0.36,Negative,494.0,colourblind people,0
0.52,0.0,0.48,Negative,927.0,wrestlers,0
0.46,0.0,0.54,Positive,234.0,republic,0
0.6,0.0,0.4,Negative,865.0,people with the coronavirus,1
0.6,0.0,0.4,Negative,893.0,face,0
0.66,0.0,0.34,Negative,660.0,american president,0
0.76,0.0,0.24,Negative,326.0,ndp,0
0.83,0.0,0.17,Negative,376.0,white house wh,0
0.66,0.0,0.34,Negative,436.0,u.s. immigration and customs enforcement's (ice),0
0.61,0.0,0.39,Negative,964.0,coworker,0
0.68,0.0,0.32,Negative,869.0,black lives matter blm movement,0
0.88,0.0,0.12,Negative,913.0,dem socialists,0
0.35,0.0,0.65,Positive,913.0,caterpillar,1
0.39,0.0,0.61,Positive,242.0,rew cuomo,0
0.39,0.0,0.61,Positive,209.0,guide,0
0.63,0.0,0.37,Negative,918.0,feminism,0
0.62,0.0,0.38,Negative,777.0,donald trump family,0
0.64,0.0,0.36,Negative,457.0,meme pages,0
0.48,0.0,0.52,Positive,155.0,safety,0
0.78,0.0,0.22,Negative,218.0,fox news,0
0.42,0.0,0.58,Positive,393.0,christie,0
0.77,0.0,0.23,Negative,815.0,coronavirus publicist,1
0.71,0.0,0.29,Negative,390.0,being libertarian,0
0.33,0.0,0.67,Positive,940.0,marine drivers,0
0.33,0.0,0.67,Positive,922.0,shangai,0
0.42,0.0,0.58,Positive,942.0,king lear,0
0.75,0.0,0.25,Negative,811.0,health authorities,0
0.75,0.0,0.25,Negative,854.0,justice gorsuch,0
0.8,0.0,0.2,Negative,725.0,wuhan coronavirus,1
0.6,0.0,0.4,Negative,434.0,heathcare,0
0.32,0.0,0.68,Positive,462.0,kaun banega crorepati kbc,0
0.6,0.0,0.4,Negative,348.0,mcdonalds,0
0.65,0.0,0.35,Negative,468.0,door knob,0
0.46,0.0,0.54,Positive,46.0,parkl school,0
0.7,0.0,0.3,Negative,213.0,student debt,0
0.65,0.0,0.35,Negative,167.0,border,0
0.5,0.0,0.5,Negative,758.0,us navy seal,0
0.5,0.0,0.5,Negative,2.0,wu-hound,0
0.85,0.0,0.15,Negative,367.0,democratic national committee dnc officials,0
0.78,0.0,0.22,Negative,442.0,non-white people,0
0.61,0.0,0.39,Negative,905.0,local health department,0
0.81,0.0,0.19,Negative,418.0,liberal america,0
0.35,0.0,0.65,Positive,390.0,mastercard,0
1.0,0.0,0.0,Negative,3.0,rew gillum,1
0.74,0.0,0.26,Negative,294.0,ballot box,0
0.71,0.0,0.29,Negative,354.0,us borders,0
0.86,0.0,0.14,Negative,329.0,bird flu,1
0.31,0.0,0.69,Positive,951.0,maggie,0
0.32,0.0,0.68,Positive,407.0,cornell,0
0.88,0.0,0.12,Negative,871.0,socialism failure,0
0.68,0.0,0.32,Negative,209.0,minimum wage,0
0.61,0.0,0.39,Negative,896.0,divorce lawyer,0
0.5,0.0,0.5,Negative,4.0,2020-01-01 000000,0
0.74,0.0,0.26,Negative,452.0,new york times editorial board,0
0.37,0.0,0.63,Positive,366.0,high school students,0
0.56,0.0,0.44,Negative,935.0,united working class,0
0.5,0.0,0.5,Negative,163.0,post,0
0.77,0.0,0.23,Negative,939.0,comunist,0
0.36,0.0,0.64,Positive,912.0,amazon prime,0
0.2,0.0,0.8,Positive,1051.0,rita ora,0
0.81,0.0,0.19,Negative,433.0,authoritarians,0
0.47,0.0,0.53,Positive,409.0,truckers,0
0.39,0.0,0.61,Positive,468.0,jim carrey,0
0.82,0.0,0.18,Negative,215.0,reopen america protestors,0
0.44,0.0,0.56,Positive,425.0,mayor michael bloomberg,0
0.55,0.0,0.45,Negative,894.0,wig,0
0.49,0.0,0.51,Positive,310.0,desk,0
0.78,0.0,0.22,Negative,945.0,radical islam,0
0.69,0.0,0.31,Negative,953.0,us population,0
0.54,0.0,0.46,Negative,383.0,white boy,0
0.59,0.0,0.41,Negative,440.0,apocolypse,0
0.76,0.0,0.24,Negative,830.0,free speech,0
0.32,0.0,0.68,Positive,973.0,cinema projectionist,0
0.68,0.0,0.32,Negative,71.0,vice presidential debate meme,0
0.33,0.0,0.67,Positive,449.0,garry johnson,0
0.22,0.0,0.78,Positive,453.0,reusable cup,0
0.43,0.0,0.57,Positive,849.0,mic,0
0.89,0.0,0.11,Negative,285.0,ron johnson,0
0.39,0.0,0.61,Positive,826.0,corona kapoor,1
0.47,0.0,0.53,Positive,911.0,english teachers,0
0.54,0.0,0.46,Negative,459.0,lobsters,0
0.82,0.0,0.18,Negative,882.0,roger stone,0
0.67,0.0,0.33,Negative,723.0,soviet russia,0
0.69,0.0,0.31,Negative,343.0,mark zuckerberg,0
0.59,0.0,0.41,Negative,375.0,joker,0
0.8,0.0,0.2,Negative,869.0,obiden bama,0
0.76,0.0,0.24,Negative,895.0,british government,0
0.72,0.0,0.28,Negative,399.0,lindsey graham,0
0.68,0.0,0.32,Negative,450.0,jabba the hutt,0
0.48,0.0,0.52,Positive,880.0,bats,0
0.78,0.0,0.22,Negative,36.0,carnival distaste,0
0.48,0.0,0.52,Positive,862.0,teammates,0
0.24,0.0,0.76,Positive,899.0,1820,0
0.31,0.0,0.69,Positive,833.0,microsoft meeting,0
0.86,0.0,0.14,Negative,422.0,policemen,0
0.74,0.0,0.26,Negative,846.0,uber/ola drivers,0
0.59,0.0,0.41,Negative,832.0,china's president,1
0.19,0.0,0.81,Positive,930.0,emma charlotte,0
0.51,0.0,0.49,Negative,823.0,bat,0
0.73,0.0,0.27,Negative,332.0,scott morrison,0
0.59,0.0,0.41,Negative,432.0,roman guards,0
0.58,0.0,0.42,Negative,855.0,covid20,1
0.37,0.0,0.63,Positive,224.0,vote,0
0.67,0.0,0.33,Negative,918.0,worms,0
0.69,0.0,0.31,Negative,477.0,coronavirus lockdown,1
0.75,0.0,0.25,Negative,893.0,monsanto,0
0.44,0.0,0.56,Positive,294.0,tip,0
0.43,0.0,0.57,Positive,929.0,slippers,0
0.63,0.0,0.37,Negative,821.0,jimmy carter,0
0.89,0.0,0.11,Negative,311.0,rapists,0
0.69,0.0,0.31,Negative,889.0,holocaust,0
0.58,0.0,0.42,Negative,258.0,checks,0
0.76,0.0,0.24,Negative,910.0,prostitutes,0
0.43,0.0,0.57,Positive,610.0,quaratine food,0
0.76,0.0,0.24,Negative,140.0,democratic national islamic party,0
0.39,0.0,0.61,Positive,804.0,lady,0
0.51,0.0,0.49,Negative,383.0,401k,0
0.54,0.0,0.46,Negative,281.0,free market,0
0.4,0.0,0.6,Positive,851.0,tom cruise,0
0.62,0.0,0.38,Negative,911.0,heterosexual,0
0.38,0.0,0.62,Positive,711.0,christmas day,0
0.55,0.0,0.45,Negative,942.0,people of spain,0
0.41,0.0,0.59,Positive,542.0,members,0
0.33,0.0,0.67,Positive,617.0,japan,0
0.48,0.0,0.52,Positive,652.0,cat,0
0.36,0.0,0.64,Positive,239.0,amy jean klobuchar,0
0.47,0.0,0.53,Positive,552.0,wife,0
0.63,0.0,0.37,Negative,381.0,richard nixon,0
0.39,0.0,0.61,Positive,834.0,meryl streep,0
0.7,0.0,0.3,Negative,927.0,zuck,0
0.57,0.0,0.43,Negative,897.0,surgeons,0
0.62,0.0,0.38,Negative,915.0,seaworld,0
0.71,0.0,0.29,Negative,374.0,trolls,0
0.83,0.0,0.17,Negative,713.0,chinese coronavirus,1
0.58,0.0,0.42,Negative,936.0,ron regan,0
0.3,0.0,0.7,Positive,807.0,water park,0
0.35,0.0,0.65,Positive,565.0,eve,0
0.51,0.0,0.49,Negative,334.0,activism,0
0.64,0.0,0.36,Negative,591.0,queen elizabeth's son,0
0.75,0.0,0.25,Negative,857.0,libertarian,0
0.6,0.0,0.4,Negative,713.0,coronavirus mask,1
0.71,0.0,0.29,Negative,165.0,crime,0
0.74,0.0,0.26,Negative,860.0,capitalists,0
0.55,0.0,0.45,Negative,940.0,mises institute,0
0.32,0.0,0.68,Positive,294.0,beast,0
0.04,0.0,0.96,Positive,805.0,national suicide,0
0.81,0.0,0.19,Negative,631.0,corruption,0
0.91,0.0,0.09,Negative,208.0,fascist,0
0.54,0.0,0.46,Negative,323.0,cbs news,0
0.71,0.0,0.29,Negative,397.0,lockdown2,0
0.63,0.0,0.37,Negative,873.0,cholera outbreak,0
0.41,0.0,0.59,Positive,554.0,homework,0
0.49,0.0,0.51,Positive,920.0,employed women,0
0.66,0.0,0.34,Negative,788.0,libya,0
0.62,0.0,0.38,Negative,8.0,lei-meng yan,0
0.73,0.0,0.27,Negative,777.0,voting in wisconsin,0
0.54,0.0,0.46,Negative,267.0,floor,0
0.54,0.0,0.46,Negative,880.0,indonesians,0
0.52,0.0,0.48,Negative,360.0,jair bolsonaro,0
0.7,0.0,0.3,Negative,376.0,meth,0
0.5,0.0,0.5,Negative,927.0,casinos,0
0.18,0.0,0.82,Positive,866.0,coolie no 1,0
0.69,0.0,0.31,Negative,294.0,planes,0
0.57,0.0,0.43,Negative,441.0,climate destruction,0
0.42,0.0,0.58,Positive,927.0,arrange marriage,0
0.9,0.0,0.1,Negative,361.0,supreme leader of republican party,0
0.73,0.0,0.27,Negative,1130.0,assassinations,0
0.34,0.0,0.66,Positive,316.0,iron man,0
0.38,0.0,0.62,Positive,629.0,italy,0
0.58,0.0,0.42,Negative,931.0,liberty meme,0
0.55,0.0,0.45,Negative,112.0,white,0
0.41,0.0,0.59,Positive,947.0,holding hands,0
0.77,0.0,0.23,Negative,410.0,trump with covid19,1
0.11,0.0,0.89,Positive,241.0,arriane,0
0.75,0.0,0.25,Negative,879.0,immigrants,0
0.5,0.0,0.5,Negative,6.0,china. us,1
0.56,0.0,0.44,Negative,597.0,office,0
0.7,0.0,0.3,Negative,962.0,germs,0
0.61,0.0,0.39,Negative,227.0,russian corona vaccines,1
0.73,0.0,0.27,Negative,935.0,chris wallace,0
0.38,0.0,0.62,Positive,957.0,vicksvaporub,0
0.23,0.0,0.77,Positive,936.0,salman khan,0
0.66,0.0,0.34,Negative,211.0,reuters,0
0.24,0.0,0.76,Positive,460.0,docking station,0
0.46,0.0,0.54,Positive,465.0,enderman,0
0.44,0.0,0.56,Positive,752.0,jason,0
0.55,0.0,0.45,Negative,898.0,corona,1
0.47,0.0,0.53,Positive,452.0,jeff dunham,0
0.62,0.0,0.38,Negative,953.0,coworkers,0
0.65,0.0,0.35,Negative,767.0,florida man,0
0.35,0.0,0.65,Positive,965.0,drum set,0
0.88,0.0,0.12,Negative,925.0,illegal alliens,1
0.65,0.0,0.35,Negative,657.0,bernie,0
0.44,0.0,0.56,Positive,951.0,indian tv shows,0
0.0,0.0,1.0,Positive,2.0,royal challengers bangalore (rcb),0
0.52,0.0,0.48,Negative,938.0,handshake,0
0.55,0.0,0.45,Negative,430.0,harambe,0
0.14,0.0,0.86,Positive,7.0,cleavl,0
0.35,0.0,0.65,Positive,894.0,koala,0
0.76,0.0,0.24,Negative,735.0,immigration court,0
0.51,0.0,0.49,Negative,398.0,sarscov2,0
0.46,0.0,0.54,Positive,934.0,hermione,0
0.8,0.0,0.2,Negative,960.0,red card,0
0.35,0.0,0.65,Positive,656.0,horror,0
0.58,0.0,0.42,Negative,903.0,chinese exchange students,1
0.85,0.0,0.15,Negative,259.0,leftist,0
0.61,0.0,0.39,Negative,947.0,bikers,0
0.39,0.0,0.61,Positive,411.0,walter,0
0.78,0.0,0.22,Negative,972.0,windmill cancer,1
0.69,0.0,0.31,Negative,211.0,milo yiannopoulos,0
0.19,0.0,0.81,Positive,442.0,meditate,0
0.34,0.0,0.66,Positive,418.0,flickr,0
0.34,0.0,0.66,Positive,803.0,tamilnadu,0
0.62,0.0,0.38,Negative,402.0,liberty party,0
0.33,0.0,0.67,Positive,36.0,the rock dwayne johnson,0
0.66,0.0,0.34,Negative,238.0,iraq,0
0.27,0.0,0.73,Positive,464.0,ktn news,0
0.36,0.0,0.64,Positive,478.0,ry bryce,0
0.62,0.0,0.38,Negative,871.0,neet,0
0.6,0.0,0.4,Negative,853.0,socket,0
0.46,0.0,0.54,Positive,947.0,human civilization,0
0.61,0.0,0.39,Negative,817.0,us flag,0
0.41,0.0,0.59,Positive,522.0,drink,0
0.28,0.0,0.72,Positive,746.0,disney world,0
0.76,0.0,0.24,Negative,464.0,borris johnson,0
0.36,0.0,0.64,Positive,365.0,montana,0
0.41,0.0,0.59,Positive,169.0,page,0
0.53,0.0,0.47,Negative,449.0,flint michigan,0
0.81,0.0,0.19,Negative,428.0,joe biden memes,0
0.81,0.0,0.19,Negative,1234.0,wuhan virus plague,1
0.58,0.0,0.42,Negative,394.0,moderator,0
0.72,0.0,0.28,Negative,432.0,presidency of united states,0
0.69,0.0,0.31,Negative,303.0,back americans,0
0.56,0.0,0.44,Negative,413.0,rights,0
0.66,0.0,0.34,Negative,951.0,boomers,0
0.55,0.0,0.45,Negative,410.0,licensing,0
0.93,0.0,0.07,Negative,436.0,teenage trump,0
0.77,0.0,0.23,Negative,471.0,administration,0
0.82,0.0,0.18,Negative,220.0,donald trump suporters,0
0.4,0.0,0.6,Positive,478.0,genovia,0
0.51,0.0,0.49,Negative,849.0,online school,0
0.46,0.0,0.54,Positive,786.0,mom,0
0.45,0.0,0.55,Positive,886.0,rob cantrell,0
0.51,0.0,0.49,Negative,445.0,toasters,0
0.38,0.0,0.62,Positive,969.0,golf,0
0.47,0.0,0.53,Positive,280.0,robert f kennedy jr,0
0.44,0.0,0.56,Positive,403.0,lemons,0
0.66,0.0,0.34,Negative,807.0,swamp,0
0.86,0.0,0.14,Negative,280.0,george soros,0
0.86,0.0,0.14,Negative,72.0,chinese boy coughing,1
0.47,0.0,0.53,Positive,938.0,works from home,0
0.93,0.0,0.07,Negative,730.0,hunter biden fbi,0
0.29,0.0,0.71,Positive,962.0,universal studios,0
0.61,0.0,0.39,Negative,914.0,chinese students,1
0.49,0.0,0.51,Positive,904.0,bear grylls,0
0.85,0.0,0.15,Negative,908.0,covidiot,1
0.0,0.0,1.0,Positive,1.0,work from home (wfh),0
0.68,0.0,0.32,Negative,809.0,hydroxychloroquine,0
0.6,0.0,0.4,Negative,410.0,cafeteria,0
0.64,0.0,0.36,Negative,183.0,republican voter,0
0.93,0.0,0.07,Negative,600.0,illegal aliens,1
0.6,0.0,0.4,Negative,950.0,ads,0
0.7,0.0,0.3,Negative,962.0,non-american,0
0.78,0.0,0.22,Negative,115.0,president trump,0
0.46,0.0,0.54,Positive,866.0,bartenders,0
0.5,0.0,0.5,Negative,822.0,meetings,0
0.64,0.0,0.36,Negative,349.0,donaald trump,0
0.59,0.0,0.41,Negative,659.0,civil war vets,0
0.52,0.0,0.48,Negative,897.0,moderna,0
0.15,0.0,0.85,Positive,841.0,horoscope,0
0.58,0.0,0.42,Negative,439.0,latino immigrants,0
0.4,0.0,0.6,Positive,361.0,oreo,0
0.39,0.0,0.61,Positive,900.0,stormy,0
0.62,0.0,0.38,Negative,932.0,catholic church,0
0.71,0.0,0.29,Negative,269.0,greed,0
0.73,0.0,0.27,Negative,942.0,mary franson,0
0.46,0.0,0.54,Positive,811.0,zoom,0
0.69,0.0,0.31,Negative,954.0,corey booker,0
0.4,0.0,0.6,Positive,507.0,good people,0
0.56,0.0,0.44,Negative,406.0,obama family,0
0.83,0.0,0.17,Negative,266.0,trump voter,0
0.34,0.0,0.66,Positive,931.0,tier 2 cities,0
0.46,0.0,0.54,Positive,838.0,vladimir putin russian vaccine,1
0.28,0.0,0.72,Positive,420.0,bieber,0
0.41,0.0,0.59,Positive,935.0,quarantine snacks,1
0.63,0.0,0.37,Negative,344.0,health insurance,0
0.26,0.0,0.74,Positive,479.0,robert brock,0
0.56,0.0,0.44,Negative,407.0,middle eastern,0
0.81,0.0,0.19,Negative,480.0,kelly ann conway,0
0.67,0.0,0.33,Negative,450.0,iowa cacus,0
0.78,0.0,0.22,Negative,976.0,dudes on dating apps,0
0.59,0.0,0.41,Negative,430.0,chuck the doll,0
0.34,0.0,0.66,Positive,892.0,gamers,0
0.47,0.0,0.53,Positive,1032.0,inbox,0
0.84,0.0,0.16,Negative,815.0,main stream media (msm),0
0.22,0.0,0.78,Positive,845.0,carolina lucas,0
0.57,0.0,0.43,Negative,906.0,walter mondale,0
0.6,0.0,0.4,Negative,240.0,reagan,0
0.35,0.0,0.65,Positive,951.0,jehovah,0
0.39,0.0,0.61,Positive,947.0,reese's egg,0
0.88,0.0,0.12,Negative,946.0,alt-left,0
0.67,0.0,0.33,Negative,319.0,american presidential debate,0
0.25,0.0,0.75,Positive,403.0,spiderman work from home,0
0.42,0.0,0.58,Positive,585.0,choice,0
0.38,0.0,0.62,Positive,409.0,latvia,0
0.88,0.0,0.12,Negative,514.0,republican party,0
0.64,0.0,0.36,Negative,401.0,barack obama memes,0
0.69,0.0,0.31,Negative,405.0,memes on donald trump,0
0.55,0.0,0.45,Negative,838.0,zombies,0
0.61,0.0,0.39,Negative,966.0,plunger,0
0.88,0.0,0.12,Negative,606.0,illegal immigrants,1
0.31,0.0,0.69,Positive,858.0,indian cook,0
0.43,0.0,0.57,Positive,788.0,usa,0
0.49,0.0,0.51,Positive,404.0,messi,0
